,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64
492,X1:-0.065825,X2:0.45169,X3:0.21182,X4:1.4689,X5:-39.184,X6:-0.19698,X7:-0.065206,X8:1.165,X9:1.0064,X10:0.52621,X11:-0.065206,X12:-0.14436,X13:-0.03863,X14:-0.065206,X15:-3385.2,X16:-0.10782,X17:2.2139,X18:-0.065206,X19:-0.051721,X20:97.754,X21:1.0677,X22:-0.005731,X23:-0.052212,X24:-0.1899,X25:0.52621,X26:-0.10919,X27:-0.045747,X28:0.62949,X29:4.4954,X30:0.3227,X31:-0.051721,X32:131.61,X33:2.7734,X34:-0.012687,X35:-0.005731,X36:1.2971,,X38:0.52621,X39:-0.004546,X40:0.11862,X41:1.3785,X42:-0.004546,X43:176.58,X44:78.829,X45:-0.19495,X46:0.72142,X47:98.379,X48:-0.022234,X49:-0.017636,X50:1.4689,X51:0.45169,X52:0.36057,X53:1.5638,X54:1.5638,X55:6627.1,X56:0.006346,X57:-0.12509,X58:0.99365,,X60:3.7338,X61:4.6302,X62:130.77,X63:2.7911,X64:3.7467
493,X1:-0.615,X2:1.1808,X3:-0.18084,X4:0.84686,X5:-19.317,,X7:-0.615,X8:-0.15314,X9:4.7228,X10:-0.18084,X11:-0.53485,X12:-0.52082,X13:-0.11918,X14:-0.615,X15:-765.75,X16:-0.47666,X17:0.84686,X18:-0.615,X19:-0.13022,X20:1.5435,X21:1.2335,X22:-0.59562,X23:-0.13022,X24:-0.53679,X25:-0.2947,X26:-0.47666,X27:-7.4313,,X29:2.6426,X30:0.20801,X31:-0.12539,X32:85.447,X33:4.2717,X34:4.2717,X35:-0.3213,X36:4.7228,,X38:-0.18084,X39:-0.068032,X40:0.22482,X41:-0.072426,X42:-0.12611,X43:56.767,X44:55.223,X45:-30.793,X46:0.82994,X47:1.4452,X48:-0.64777,X49:-0.13716,X50:0.84686,X51:1.1808,X52:0.2341,,,X55:-79.408,X56:-0.068033,X57:3.4009,X58:1.1286,,X60:236.47,X61:6.6095,X62:91.26,X63:3.9996,
494,X1:0.093744,X2:0.48668,X3:0.20285,X4:1.4508,X5:7.5347,,X7:0.11962,X8:1.0547,X9:1.8168,X10:0.51332,X11:0.12221,X12:0.26584,X13:0.12707,X14:0.11962,X15:769.48,X16:0.47435,X17:2.0547,X18:0.11962,X19:0.06584,X20:31.639,X21:1.0058,X22:0.11744,X23:0.051598,X24:0.47986,X25:0.50754,X26:0.42118,X27:45.26,X28:0.58428,X29:4.7947,X30:0.2221,X31:0.06584,X32:96.871,X33:3.7679,X34:3.4836,X35:0.1214,X36:1.8168,,X38:0.51332,X39:0.066821,X40:0.21197,X41:0.070942,X42:0.06464,X43:111.99,X44:80.351,X45:0.59526,X46:1.1008,X47:33.904,X48:0.006201,X49:0.003413,X50:1.3414,X51:0.44996,X52:0.2654,X53:1.4785,X54:1.4785,X55:12645,X56:0.066821,X57:0.18262,X58:0.9349,,X60:11.536,X61:4.5426,X62:90.398,X63:4.0377,X64:5.233
495,X1:0.088117,X2:0.31157,X3:0.44344,X4:4.0668,X5:52.741,,X7:0.088117,X8:2.2096,X9:2.1027,X10:0.68843,X11:0.11467,X12:0.60942,X13:0.11721,X14:0.088117,X15:461.42,X16:0.79103,X17:3.2096,X18:0.088117,X19:0.041906,X20:39.968,X21:1.3531,,X23:0.041906,X24:0.22483,X25:0.68017,X26:0.79103,,X28:1.0764,X29:5.3704,X30:0.084191,X31:0.093758,X32:33.231,X33:10.984,X34:5.0973,X35:0.006523,X36:2.1027,X37:3.376,X38:0.79441,X39:0.003102,X40:0.95618,X41:0.06559,,X43:78.075,X44:38.107,X45:0.3827,X46:2.4744,X47:52.918,X48:-0.15834,X49:-0.075303,X50:1.8874,X51:0.14459,X52:0.091045,X53:1.6711,X54:1.9284,X55:104060,X56:0.24472,X57:0.128,X58:0.76892,X59:0.15394,X60:9.1323,X61:9.5783,X62:25.099,X63:14.542,X64:5.1041
496,X1:0.18823,X2:0.47309,X3:-0.17202,X4:0.39709,X5:-60.562,X6:0.042539,X7:0.23505,X8:1.1138,X9:1.6671,X10:0.52691,X11:0.24645,X12:0.82383,X13:0.1706,X14:0.23505,X15:607.13,X16:0.60119,X17:2.1138,X18:0.23505,X19:0.14099,X20:13.288,X21:3.1894,X22:0.24645,X23:0.1129,X24:0.3454,X25:0.42608,X26:0.50221,X27:21.626,X28:-0.194,X29:3.3192,X30:0.28048,X31:0.14783,X32:72.689,X33:5.0214,X34:3.0284,X35:0.23446,X36:1.6671,X37:0.28013,X38:0.71468,X39:0.14064,X40:0.019228,X41:0.05331,X42:0.14783,X43:23.603,X44:10.315,X45:3.1012,X46:0.18436,X47:15.463,X48:0.19708,X49:0.11822,X50:0.23948,X51:0.28532,X52:0.19915,X53:0.59424,X54:0.806,X55:-358.77,X56:0.14064,X57:0.35722,X58:0.86002,X59:0.35636,X60:27.468,X61:35.385,X62:62.466,X63:5.8432,X64:1.8802
497,X1:0.015217,X2:0.21077,X3:0.17087,X4:2.168,X5:4.4953,,X7:0.015217,X8:3.7445,X9:1.0368,X10:0.78923,X11:0.015643,X12:0.10402,X13:0.034558,X14:0.015217,X15:2147.1,X16:0.17,X17:4.7445,X18:0.015217,X19:0.014677,X20:55.594,X21:1.0166,,X23:0.014677,X24:0.15121,X25:-0.03071,X26:0.17,,X28:0.25024,X29:4.0513,X30:0.15325,X31:0.029354,X32:60.902,X33:5.9932,X34:4.1599,X35:0.009643,X36:1.0368,X37:16.906,X38:0.79865,X39:0.009301,X40:0.37009,X41:0.34084,,X43:92.595,X44:37.001,X45:0.096359,X46:1.0885,X47:65.742,X48:-0.020613,X49:-0.019881,X50:1.5048,X51:0.14629,X52:0.16685,X53:1.1558,X54:1.1696,X55:1923.2,X56:0.15435,X57:0.019281,X58:0.84668,X59:0.011935,X60:6.5654,X61:9.8647,X62:51.501,X63:7.0872,X64:1.5184
498,X1:-0.28451,X2:2.2032,X3:-1.1333,X4:0.2384,X5:-148.41,X6:-1.4352,X7:-0.28451,X8:-0.59031,X9:0.98269,X10:-1.3005,X11:-0.28451,X12:-0.1912,X13:-0.056913,X14:-0.28451,X15:-4377.2,X16:-0.083387,X17:0.4539,X18:-0.28451,X19:-0.088136,X20:20.211,X21:1.3723,X22:0.014912,X23:-0.088136,X24:-1.4352,X25:-1.3005,X26:-0.083387,X27:0.045396,X28:-1.7563,X29:4.0054,X30:0.66771,X31:-0.088136,X32:165.34,X33:2.2075,X34:0.006769,X35:0.014912,X36:3.3215,X37:0.2461,X38:-0.58541,X39:0.00462,X40:0.032526,X41:0.62602,X42:0.00462,X43:34.639,X44:14.427,X45:-1.5917,X46:0.11827,X47:19.862,X48:-0.085878,X49:-0.026604,X50:0.16102,X51:1.488,X52:0.45299,X53:-2.0155,X54:-0.90725,X55:-11476,X56:-0.017616,X57:0.21876,X58:1.0176,X59:-0.54987,X60:18.059,X61:25.3,X62:168.25,X63:2.1693,X64:5.0027
499,X1:0.048506,X2:0.61109,X3:0.33138,X4:3.0879,X5:248.65,,X7:0.048506,X8:0.63643,X9:0.51489,X10:0.38891,X11:0.092107,X12:0.30561,X13:0.1877,X14:0.048506,X15:2307.9,X16:0.15815,X17:1.6364,X18:0.048506,X19:0.094207,X20:45.142,X21:1.0908,X22:0.082202,X23:0.094207,X24:0.10104,X25:0.38707,X26:0.15815,X27:1.8854,X28:0.64989,X29:3.7353,X30:1.1868,X31:0.094207,X32:135.6,X33:2.6917,X34:0.69911,X35:0.087675,X36:0.51489,X37:1.0652,X38:0.78922,X39:0.17028,X40:0.037003,X41:0.15628,X42:0.15965,X43:343.26,X44:298.12,X45:0.76172,X46:2.6866,X47:54.406,X48:0.034063,X49:0.066156,X50:0.80201,X51:0.15872,X52:0.37152,X53:0.76273,X54:1.5478,X55:1801.6,X56:0.17028,X57:0.12472,X58:0.91127,X59:1.0293,X60:8.0857,X61:1.2243,X62:112.51,X63:3.2441,X64:1.0098
500,X1:0.11513,X2:0.37927,X3:0.26031,X4:1.8833,X5:129.18,,X7:0.11777,X8:1.6366,X9:0.66398,X10:0.62073,X11:0.14577,X12:0.39962,X13:0.19778,X14:0.11777,X15:1054.2,X16:0.34625,X17:2.6366,X18:0.11777,X19:0.17736,X20:35.013,X21:0.93974,X22:0.10663,X23:0.1734,X24:0.38991,X25:0.61706,X26:0.3393,X27:3.8071,X28:0.58499,X29:5.0374,X30:0.15446,X31:0.18979,X32:193.22,X33:1.8959,X34:1.4731,X35:0.10728,X36:0.70447,X37:6.0392,X38:0.70208,X39:0.16157,X40:0.94236,X41:0.10519,X42:0.16059,X43:152.43,X44:117.42,X45:1.8076,X46:1.6672,X47:41.612,X48:0.093073,X49:0.14017,X50:1.4634,X51:0.2947,X52:0.52747,X53:1.3949,X54:1.5777,X55:28374,X56:0.16157,X57:0.18548,X58:0.83283,X59:0.13106,X60:10.425,X61:3.1085,X62:162,X63:2.2531,X64:1.4921
501,X1:0.026763,X2:0.51141,X3:0.088546,X4:1.1731,X5:-37.021,X6:-0.1506,X7:0.026763,X8:0.86371,X9:1.0024,X10:0.44171,X11:0.026763,X12:0.052332,X13:0.035559,X14:0.026763,X15:2137.3,X16:0.17078,X17:1.9554,X18:0.026763,X19:0.010896,X20:49.455,X21:1.2024,X22:0.024171,X23:0.010896,X24:-0.1506,X25:0.44171,X26:0.17078,X27:0.098644,X28:0.22134,X29:4.6071,X30:0.20009,X31:0.010896,X32:76.177,X33:4.7915,X34:0.047265,X35:0.024171,X36:2.6607,,X38:0.44171,X39:0.009841,X40:0.041988,X41:0.1984,X42:0.009841,X43:85.966,X44:36.511,X45:0.08042,X46:0.52241,X47:49.571,X48:-0.036403,X49:-0.014821,X50:1.1731,X51:0.51141,X52:0.2087,X53:1.1041,X54:1.1041,X55:3583.1,X56:0.00235,X57:0.06059,X58:0.99765,,X60:7.3805,X61:9.997,X62:75.998,X63:4.8027,X64:6.1396
502,X1:0.19983,X2:0.33871,X3:0.91824,X4:23.042,X5:32.034,,X7:0.24716,X8:1.9524,X9:4.8863,X10:0.66129,X11:0.29749,X12:5.9332,X13:0.054306,X14:0.24716,X15:465.9,X16:0.78343,X17:2.9524,X18:0.24716,X19:0.050583,X20:38.14,X21:1.4128,X22:0.29596,X23:0.040895,X24:0.43554,X25:0.58711,X26:0.64367,X27:5.8812,X28:22.897,X29:3.3058,X30:0.05843,X31:0.050583,X32:3.32,X33:109.94,X34:13.521,X35:0.30649,X36:4.8863,X37:1.5143,X38:0.95799,X39:0.062723,X40:1.3188,X41:0.035939,X42:0.060569,X43:67.599,X44:29.458,X45:0.39136,X46:10.786,X47:40.693,X48:0.27777,X49:0.056845,X50:2.834,X51:0.041658,X52:0.009096,X53:16.49,X54:23.888,X55:1856.9,X56:0.062723,X57:0.30218,X58:0.94944,X59:0.44868,X60:9.5699,X61:12.39,X62:3.1118,X63:117.3,X64:121.84
503,X1:0.039925,X2:1.1334,X3:0.10386,X4:1.3211,X5:-20.256,X6:-0.23801,X7:0.039925,X8:-0.11773,X9:1.874,X10:-0.13344,X11:0.17849,X12:0.12342,X13:0.039046,X14:0.039925,X15:5653.9,X16:0.064557,X17:0.88227,X18:0.039925,X19:0.021305,X20:37.279,X21:1.8458,X22:0.17844,X23:0.021305,X24:-0.008051,X25:-0.19808,X26:0.064557,X27:1.2878,X28:0.18136,X29:4.5215,X30:0.58351,X31:0.036594,X32:70.1,X33:5.2069,X34:1.486,X35:0.18967,X36:1.874,X37:0.77402,X38:0.17138,X39:0.10121,X40:0.14012,X41:0.17847,X42:0.095222,X43:74.405,X44:37.126,X45:0.2086,X46:0.72937,X47:41.477,X48:0.1452,X49:0.077481,X50:0.37702,X51:0.32348,X52:0.19205,X53:-0.23301,X54:0.29927,X55:3450.7,X56:0.10121,X57:-0.2992,X58:0.97884,X59:-2.2843,X60:9.791,X61:9.8314,X62:63.004,X63:5.7932,X64:3.2724
504,X1:0.004912,X2:0.62593,X3:-0.16134,X4:0.39836,X5:-136.18,,X7:0.011732,X8:0.59762,X9:0.59128,X10:0.37407,X11:0.052734,X12:0.043747,X13:0.11534,X14:0.011732,X15:3350,X16:0.10896,X17:1.5976,X18:0.011732,X19:0.019842,X20:8.6739,X21:1.5087,X22:0.051967,X23:0.008307,X24:0.070676,X25:0.04956,X26:0.098061,X27:1.2674,X28:-0.18064,X29:5.6605,X30:1.0523,X31:0.065405,X32:186.59,X33:1.9561,X34:0.83809,X35:0.06669,X36:0.59128,X37:0.28606,X38:0.6984,X39:0.11279,X40:0.020196,X41:0.19241,X42:0.087889,X43:62.604,X44:53.93,X45:0.34956,X46:0.34597,X47:9.7766,X48:-0.004501,X49:-0.007612,X50:0.17067,X51:0.26817,X52:0.51121,X53:0.41881,X54:0.78194,X55:-73834,X56:0.11279,X57:0.013131,X58:0.9804,X59:0.86704,X60:42.08,X61:6.768,X62:165.55,X63:2.2048,X64:0.662
505,X1:-0.13628,X2:0.66921,X3:0.098201,X4:1.1467,X5:-2.4103,X6:-0.58714,X7:-0.13573,X8:0.4831,X9:0.8273,X10:0.32329,X11:-0.13573,X12:-0.20282,X13:-0.053062,X14:-0.13573,X15:-2896.1,X16:-0.12603,X17:1.4943,X18:-0.13573,X19:-0.085391,X20:25.179,X21:1.7704,X22:-0.1097,X23:-0.08574,X24:-0.61362,X25:0.32329,X26:-0.12686,X27:-0.57097,X28:0.42221,X29:4.1801,X30:0.31558,X31:-0.085391,X32:127.13,X33:2.871,X34:-0.16393,X35:-0.1097,X36:1.8536,,X38:0.32329,X39:-0.069016,X40:0.25204,X41:-0.37729,X42:-0.069016,X43:137.49,X44:112.31,X45:-1.2429,X46:0.98289,X47:20.831,X48:-0.16109,X49:-0.10134,X50:1.1467,X51:0.66921,X52:0.34831,X53:1.39,X54:1.39,X55:1486.5,X56:-0.20874,X57:-0.42155,X58:1.2087,,X60:14.496,X61:3.2499,X62:153.67,X63:2.3752,X64:6.8339
506,X1:0.00827,X2:0.43718,X3:0.059127,X4:1.7164,X5:-28.502,,X7:0.012241,X8:1.2874,X9:0.50225,X10:0.56282,X11:0.039715,X12:0.14831,X13:0.084292,X14:0.012241,X15:3769.2,X16:0.096836,X17:2.2874,X18:0.012241,X19:0.024373,X20:61.871,X21:1.2756,X22:0.039587,X23:0.016467,X24:0.037403,X25:0.03601,X26:0.087754,X27:1.4409,X28:0.068886,X29:3.7902,X30:0.86983,X31:0.079075,X32:65.116,X33:5.6054,X34:1.0583,X35:0.039587,X36:0.50225,X37:0.1594,X38:0.91746,X39:0.078819,X40:0.10365,X41:0.20914,X42:0.078819,X43:96.736,X44:34.865,X45:0.097143,X46:0.68489,X47:67.165,X48:0.009493,X49:0.018901,X50:0.32404,X51:0.082539,X52:0.1784,X53:0.65571,X54:1.0689,X55:364.77,X56:0.07882,X57:0.014695,X58:0.97563,X59:0.63013,X60:5.8994,X61:10.469,X62:59.984,X63:6.085,X64:0.58514
507,X1:-0.21841,X2:1.0982,X3:-0.87169,X4:0.20629,X5:-772.88,X6:-0.5223,X7:-0.21217,X8:-0.13679,X9:0.69011,X10:-0.15023,X11:-0.21217,X12:-0.19319,X13:-0.38076,X14:-0.21217,X15:-2787.5,X16:-0.13094,X17:0.91054,X18:-0.21217,X19:-0.56179,X20:148.11,X21:0.82641,X22:-0.15735,X23:-0.5783,X24:-0.50305,X25:-0.15023,X26:-0.13662,X27:-2.8751,X28:-1.127,X29:4.67,X30:2.9012,X31:-0.56179,X32:732.48,X33:0.49831,X34:-0.14327,X35:-0.15735,X36:0.47462,,X38:-0.15023,X39:-0.41662,X40:0.005197,X41:-0.4058,X42:-0.41662,X43:213.44,X44:65.325,X45:-1.4251,X46:0.066744,X47:102.22,X48:-0.22572,X49:-0.59764,X50:0.20629,X51:1.0982,X52:2.0068,X53:-0.19424,X54:-0.19424,X55:-40776,X56:-0.44904,X57:1.4538,X58:1.449,,X60:2.4643,X61:5.5874,X62:1061.4,X63:0.34389,X64:0.48831
508,X1:0.047256,X2:0.34249,X3:0.39073,X4:2.6618,X5:27.241,X6:0.003465,X7:0.049382,X8:1.9198,X9:0.98473,X10:0.65751,X11:0.068729,X12:0.21003,X13:0.090343,X14:0.049382,X15:1405.2,X16:0.25975,X17:2.9198,X18:0.049382,X19:0.050148,X20:119.3,X21:1.0819,X22:0.060057,X23:0.047988,X24:0.17971,X25:0.63897,X26:0.25354,X27:3.1042,X28:1.0443,X29:4.448,X30:0.26269,X31:0.057546,X32:91.707,X33:3.9801,X34:2.7324,X35:0.048919,X36:0.98473,X37:3.3876,X38:0.74725,X39:0.049677,X40:0.36098,X41:0.11458,X42:0.060988,X43:200.52,X44:81.223,X45:0.14683,X46:1.293,X47:125.53,X48:0.020475,X49:0.020793,X50:1.8273,X51:0.23513,X52:0.25125,X53:1.7574,X54:1.9972,X55:10962,X56:0.049677,X57:0.071871,X58:0.95138,X59:0.13649,X60:3.0596,X61:4.4938,X62:87.151,X63:4.1881,X64:2.632
509,X1:0.049543,X2:0.37366,X3:0.21443,X4:2.1236,X5:19.075,X6:0.1879,X7:0.058208,X8:1.6031,X9:1.0288,X10:0.59901,X11:0.058208,X12:0.305,X13:0.051589,X14:0.058208,X15:1253,X16:0.29129,X17:2.6762,X18:0.058208,X19:0.027589,X20:18.456,X21:1.1036,X22:0.063282,X23:0.023482,X24:0.2167,X25:0.59901,X26:0.2681,X27:0.30858,X28:0.36055,X29:6.061,X30:0.16741,X31:0.027589,X32:33.968,X33:10.746,X34:0.16936,X35:0.063282,X36:2.1389,X37:1.6333,X38:0.78182,X39:0.029994,X40:0.11638,X41:0.10784,X42:0.029994,X43:66.27,X44:47.814,X45:0.46441,X46:1.5646,X47:18.987,X48:0.012646,X49:0.005994,X50:1.0846,X51:0.19085,X52:0.093062,X53:1.0072,X54:1.3146,X55:246760,X56:0.028002,X57:0.082708,X58:0.972,X59:0.30519,X60:19.777,X61:7.6337,X62:33.016,X63:11.055,X64:3.5476
510,X1:-1.011,X2:1.7365,X3:-0.55248,X4:0.64313,X5:-254.55,X6:-1.5857,X7:-1.011,X8:-0.42413,X9:2.4581,X10:-0.73652,X11:-1.008,X12:-0.65305,X13:-0.30063,X14:-1.011,X15:-857.7,X16:-0.42556,X17:0.57587,X18:-1.011,X19:-0.41129,X20:106.39,X21:0.54168,,X23:-0.41129,X24:-2.4584,X25:-2.5839,X26:-0.42556,,X28:-126.86,X29:2.9095,X30:0.68404,X31:-0.82259,X32:272.27,X33:1.3406,X34:1.1951,X35:0.18642,X36:2.4581,,X38:-0.73652,X39:0.075837,X40:0.039532,X41:0.21279,,X43:138.75,X44:32.361,X45:-1.411,X46:0.18031,X47:126.02,X48:-0.27202,X49:-0.11066,X50:0.57336,X51:1.5481,X52:0.74596,X53:-169.12,X54:-169.12,X55:-448.58,X56:0.15571,X57:1.3727,X58:0.84396,,X60:3.4307,X61:11.279,X62:229.88,X63:1.5878,X64:564.44
511,X1:0.12117,X2:0.90461,X3:0.029562,X4:1.0327,X5:-69.748,X6:-0.41018,X7:0.12117,X8:0.10545,X9:3.4379,X10:0.095394,X11:0.1932,X12:0.13395,X13:0.037859,X14:0.12117,X15:2536.8,X16:0.14388,X17:1.1055,X18:0.12117,X19:0.035246,X20:69.621,X21:2.3228,X22:0.1932,X23:0.035246,X24:0.01498,X25:-0.28901,X26:0.14388,X27:2.6824,X28:0.44906,X29:2.814,X30:0.25012,X31:0.035294,X32:101.59,X33:3.5928,X34:3.5928,X35:0.18779,X36:3.4379,,X38:0.095394,X39:0.054623,X40:0.051392,X41:0.14914,X42:0.056197,X43:94.245,X44:24.624,X45:0.18479,X46:0.30778,X47:73.643,X48:0.18422,X49:0.053584,X50:1.0327,X51:0.90461,X52:0.27833,X53:1.4491,X54:1.4491,X55:19.263,X56:0.054623,X57:1.2702,X58:0.96481,,X60:5.2427,X61:14.823,X62:96.042,X63:3.8004,X64:52.224
512,X1:-0.29011,X2:1.8334,X3:-1.029,X4:0.26147,X5:-391.55,X6:-0.29011,X7:-0.30126,X8:-0.45456,X9:0.75356,X10:-0.83338,X11:-0.30126,X12:-0.21621,X13:-0.34409,X14:-0.30126,X15:-2458.2,X16:-0.14848,X17:0.54544,X18:-0.30126,X19:-0.38079,X20:36.947,X21:0.55514,X22:-0.26723,X23:-0.3667,X24:-0.30126,X25:-0.83338,X26:-0.1424,,X28:-1.6188,X29:4.5326,X30:2.0849,X31:-0.38079,X32:484.42,X33:0.75347,X34:-0.14576,X35:-0.26723,X36:0.79349,X37:0.646,X38:-0.39337,X39:-0.33778,X40:0.13284,X41:-0.25305,X42:-0.33778,X43:82.69,X44:45.743,X45:-3.6227,X46:0.204,X47:27.842,X48:-0.29627,X49:-0.37449,X50:0.19872,X51:1.3934,X52:1.3272,X53:-1.311,X54:-0.61883,X55:-35080,X56:-0.32703,X57:0.34812,X58:1.327,X59:-0.52798,X60:9.8791,X61:7.9793,X62:642.84,X63:0.56779,X64:1.2446
513,X1:0.04465,X2:0.78214,X3:0.15273,X4:1.1962,X5:-34.923,X6:0.04465,X7:0.055631,X8:0.2276,X9:1.0228,X10:0.17802,X11:0.055631,X12:0.07145,X13:0.022905,X14:0.055631,X15:3922,X16:0.093065,X17:1.2785,X18:0.055631,X19:0.017505,X20:50.558,X21:1.2782,X22:0.075931,X23:0.01405,X24:0.055631,X25:0.17802,X26:0.079026,,X28:2.224,X29:4.8867,X30:0.22941,X31:0.017505,X32:91.467,X33:3.9905,X34:0.097081,X35:0.075931,X36:3.2022,X37:138.6,X38:0.18156,X39:0.023893,X40:0.083953,X41:0.27623,X42:0.023893,X43:99.46,X44:48.902,X45:0.10143,X46:0.6308,X47:51.712,X48:0.058772,X49:0.018494,X50:1.1907,X51:0.77859,X52:0.2506,X53:2.5921,X54:2.6437,X55:11767,X56:0.022325,X57:0.25082,X58:0.97768,X59:0.019905,X60:7.2194,X61:7.464,X62:89.425,X63:4.0816,X64:46.275
514,X1:0.00403,X2:0.50642,X3:-0.11019,X4:0.78095,X5:-155.34,X6:0.23942,X7:0.000323,X8:0.97466,X9:0.70122,X10:0.49358,X11:0.028586,X12:0.000642,X13:0.012074,X14:0.000323,X15:21832,X16:0.016719,X17:1.9747,X18:0.000323,X19:0.000461,X20:63.789,X21:0.82958,X22:-0.037256,X23:0.005748,X24:0.15523,X25:0.27725,X26:0.024039,X27:-1.3182,X28:-0.18149,X29:5.5734,X30:0.72219,X31:0.000461,X32:331.68,X33:1.1245,X34:1.117,X35:0.14765,X36:0.70122,X37:80.131,X38:0.49696,X39:0.21056,X40:0.005193,X41:-0.57984,X42:-0.053129,X43:203.13,X44:139.34,X45:0.032887,X46:0.53734,X47:79.077,X48:-0.045399,X49:-0.064742,X50:0.77575,X51:0.50304,X52:0.88931,X53:0.81296,X54:0.81851,X55:0.78095,X56:0.21056,,X58:0.77253,X59:0.006834,X60:5.722,X61:2.6195,X62:261.84,X63:1.394,X64:1.1549
515,X1:0.23622,X2:0.19072,X3:0.2558,X4:2.5296,X5:-11.583,X6:0.83994,X7:0.29398,X8:4.173,X9:1.1313,X10:0.79587,X11:0.29398,X12:1.7579,X13:0.15453,X14:0.29398,X15:173.86,X16:2.0994,X17:5.2434,X18:0.29398,X19:0.11346,X20:45.085,X21:1.1756,X22:0.28969,X23:0.091171,X24:1.0443,X25:0.79587,X26:1.7965,X27:1.2649,X28:0.44336,X29:5.1707,X30:0.053982,X31:0.11346,X32:26.653,X33:13.694,X34:1.519,X35:0.28969,X36:2.6131,X37:4.3865,X38:0.81935,X39:0.11181,X40:0.34014,X41:0.01583,X42:0.11181,X43:51.582,X44:6.4971,X45:0.7381,X46:0.61592,X47:51.006,X48:0.18329,X49:0.070742,X50:2.2182,X51:0.16723,X52:0.073022,X53:1.3794,X54:1.4201,X55:37899,X56:0.11609,X57:0.29681,X58:0.88391,X59:0.029505,X60:8.0958,X61:56.179,X62:23.559,X63:15.493,X64:4.4907
516,X1:0.0019,X2:1.0456,X3:0.18717,X4:1.2588,X5:-58.282,X6:-0.1826,X7:0.013072,X8:-0.04357,X9:1.6934,X10:-0.045555,X11:0.021691,X12:0.018076,X13:0.021139,X14:0.013072,X15:10661,X16:0.034236,X17:0.95643,X18:0.013072,X19:0.00772,X20:96.57,X21:0.87653,X22:0.016899,X23:0.001122,X24:-0.16953,X25:-0.058792,X26:0.023551,X27:1.9607,X28:2.0879,X29:3.5858,X30:0.60319,X31:0.012809,X32:158.45,X33:2.3036,X34:1.5934,X35:0.027434,X36:1.6934,,X38:-0.045555,X39:0.016201,X40:0.040516,X41:0.87958,X42:0.00998,X43:189.91,X44:93.338,X45:0.004241,X46:0.6393,X47:98.16,X48:-0.005825,X49:-0.00344,X50:0.87069,X51:0.72319,X52:0.4341,X53:-0.50819,X54:-0.50819,X55:721.13,X56:0.016201,X57:-0.041705,X58:0.99232,,X60:3.7796,X61:3.9105,X62:155.88,X63:2.3415,X64:18.89
517,X1:0.23187,X2:0.12061,X3:0.53352,X4:5.4233,X5:113.05,X6:0.36625,X7:0.28557,X8:7.2469,X9:1.2216,X10:0.87408,X11:0.28557,X12:2.3677,X13:0.20833,X14:0.28557,X15:129.25,X16:2.824,X17:8.2909,X18:0.28557,X19:0.17466,X20:27.932,X21:1.1847,X22:0.29662,X23:0.14181,X24:0.4536,X25:0.87408,X26:2.3788,X27:2.2163,X28:1.5426,X29:4.2676,X30:0.058635,X31:0.17466,X32:32.894,X33:11.096,X34:2.4593,X35:0.29662,X36:1.669,,X38:0.87408,X39:0.18142,X40:0.25006,X41:0.011276,X42:0.18142,X43:139.3,X44:111.37,X45:1.8532,X46:4.386,X47:34.122,X48:0.24158,X49:0.14775,X50:5.4233,X51:0.12061,X52:0.09012,X53:2.5272,X54:2.5272,X55:9878.8,X56:0.18142,X57:0.26527,X58:0.81858,,X60:13.068,X61:3.2775,X62:26.926,X63:13.556,X64:4.7272
518,X1:0.099973,X2:0.24201,X3:0.61631,X4:4.0652,X5:247.76,,X7:0.099973,X8:3.132,X9:1.9681,X10:0.75799,X11:0.099973,X12:0.49721,X13:0.28909,X14:0.099973,X15:155.25,X16:2.351,X17:4.132,X18:0.099973,X19:0.050795,X20:41.993,X21:1.3386,,X23:0.050795,X24:0.2826,X25:0.51016,X26:2.351,,X28:3.3748,X29:4.9301,X30:0.085425,X31:0.11504,X32:71.056,X33:5.1368,X34:4.2677,X35:0.047993,X36:1.9681,X37:1473.7,X38:0.75839,X39:0.024385,X40:0.37654,X41:0.0172,,X43:137.55,X44:95.552,X45:0.44151,X46:2.939,X47:80.019,X48:-0.46901,X49:-0.2383,X50:3.3774,X51:0.20107,X52:0.19467,X53:4.1505,X54:4.1527,X55:52467,X56:0.47522,X57:0.13189,X58:0.53085,X59:0.000529,X60:8.692,X61:3.8199,X62:37.289,X63:9.7884,X64:10.777
